metric_id,issue_type,description,code_snippet,recommendation,response_id,dashboard_id
estimated_actual_amount_jan_2025,Hardcoded Logic,"The 'Estimated Actual Amount (Jan 2025)' metric is hardcoded to a specific fiscal year (2025), month ('Jan'), and scenario ('Estimate'). The `structure_sql` indicates that the underlying data source (`dv_tableau_MER_budgets_forecasts`) contains data for multiple fiscal years (2024-2026), all 12 months, and various scenarios (e.g., 'Forecast Draft', 'Forecast'). This hardcoding prevents the dashboard from being dynamic and scalable, requiring the creation of new, redundant metrics for each desired period or scenario.",SELECT SUM(t0.Actual_Amount) AS estimated_actual_amount FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_tableau_MER_budgets_forecasts` AS t0 WHERE SAFE_CAST(t0.fiscal_year AS FLOAT64) = 2025.000000 AND t0.month_short_name = 'Jan' AND t0.scenario = 'Estimate',"Refactor this metric to accept dynamic inputs for fiscal year, month, and scenario, ideally through dashboard-level filters or parameters. This would allow a single 'Estimated Actual Amount' metric to serve multiple reporting needs, significantly improving reusability and reducing maintenance overhead. For the `SAFE_CAST`, if `fiscal_year` is an integer, remove the cast; if it's a string, cast to `INT64` for cleaner comparison (e.g., `CAST(t0.fiscal_year AS INT64) = 2025`).",29,f353b933-30eb-4853-9976-0d35371db7d7
digital_revenue_ly_filtered,Hardcoded Logic,The `digital_revenue_ly_filtered` metric's SQL logic includes a hardcoded future date (`2025-06-26`) within its `DATETIME_ADD` comparison. This makes the time-based filtering static and will become increasingly inaccurate or irrelevant as the current date approaches or surpasses this hardcoded value. This is a severe anti-pattern for dynamic reporting.,"SAFE_CAST(DATE(TIMESTAMP '2025-06-26 22:29:53.217363+00', 'Australia/Sydney') AS DATETIME)","Replace the hardcoded future date with a dynamic date reference (e.g., `CURRENT_DATETIME()`, `CURRENT_DATE()`, or a Looker Studio parameter) to ensure the filter remains relevant and accurate over time. Review the exact business requirement for this date filter.",30,155c4518-72bf-4309-a0e9-240dd564f421
digital_revenue_ly_filtered,Anti-Pattern,"The `digital_revenue_ly_filtered` metric uses a complex `CASE` statement to conditionally select between `t0.fix_date_lod` and `t0.booking_line_created_date` based on multiple business conditions (revenue type, group subtype, sales segment, advertiser). While functional, this logic is embedded directly in the metric's SQL, making it difficult to read, maintain, and prone to errors if the underlying data model or business rules evolve. It suggests a potential need for data harmonization or a more robust date selection mechanism.","CASE WHEN (t0.revenue_type = 'DIGITAL' AND t0.revenue_group_subtype = 'DIGITAL' AND t0.sales_segment_l_2_name_sync = 'Digital Other' AND t0.advertiser_parent != 'DOUBLECLICK') THEN SAFE_CAST(t0.fix_date_lod AS DATETIME) ELSE SAFE_CAST(PARSE_DATE('%Y-%m-%d', t0.booking_line_created_date) AS DATETIME) END","Consider creating a derived date column in the underlying `adsales_performance` table or a view that pre-processes this conditional date selection. This would simplify the metric's SQL, improve readability, and centralize complex business logic for easier maintenance and consistency across metrics.",30,155c4518-72bf-4309-a0e9-240dd564f421
gross_revenue_cy,Anti-Pattern,"Multiple high-criticality metrics (e.g., `gross_revenue_cy`, `gross_revenue_ly`, `target_cy`, `gross_revenue_cy_cq`, `gross_revenue_ly_cq`, `target_cq`) repeatedly use `CASE WHEN t0.relative_fy_year_offset = X` or `t0.relative_fy_quarter_offset = Y` to define time periods. While effective, this pattern duplicates logic across metrics. If the definition of 'current fiscal year' or 'current quarter' changes, or if new time offsets are needed, each metric's SQL would require individual updates.",SUM(CASE WHEN t0.relative_fy_year_offset = 0 THEN t0.gross_revenue_amount ELSE 0 END),"Implement a robust date dimension table or a semantic layer (e.g., LookML, dbt metrics) that pre-calculates and exposes these fiscal year/quarter offsets and time-relative flags. This would allow metrics to reference a single, governed source for time-based logic, improving reusability, consistency, and maintainability.",30,155c4518-72bf-4309-a0e9-240dd564f421
"budget_earned_amount_current_week, closing_base_current_week, opening_base_current_week, earned_amount_current_week, net_change_previous_year_current_week",Hardcoded Logic|Anti-Pattern,"Multiple high-criticality metrics (Budget Earned Amount, Closing Base, Opening Base, Earned Amount, Net Change) define their 'current week' context using a fixed, hardcoded date difference calculation (`DATETIME_DIFF(SAFE_CAST(DATE '2025-03-26' AS DATETIME), SAFE_CAST(DATETIME '2024-07-03' AS DATETIME), WEEK)`). This directly contradicts the business description stating the 'current week' is 'dynamically calculated'. This pattern is repeated identically across five distinct metrics, making the dashboard highly susceptible to displaying outdated information unless the SQL is manually updated regularly. The `CASE WHEN` structure with a fixed year (2025 or 2024) further compounds the issue.","SAFE_CAST(t0.fy_year AS INT64) = 2025 AND SAFE_CAST(t0.fy_week_of_year AS INT64) = DATETIME_DIFF(SAFE_CAST(DATE '2025-03-26' AS DATETIME), SAFE_CAST(DATETIME '2024-07-03' AS DATETIME), WEEK)","Implement truly dynamic date logic using BigQuery's `CURRENT_DATE()` or `CURRENT_DATETIME()` functions to derive the current fiscal week and year. Centralize this logic, potentially in a dedicated date dimension table or a Looker Studio parameter, to ensure consistency and maintainability across all 'current week' metrics. This would eliminate the need for manual SQL updates and ensure data freshness.",32,bb49fa78-5abe-4e68-a9c1-8172a832e724
cancellation_type_dimension,Hardcoded Logic|Anti-Pattern,"The 'Cancellation Type Filter' dimension is hardcoded to return only the string 'Gross Cancellations'. While described as a 'dimension used to filter or categorize data', this hardcoding prevents any dynamic filtering or analysis by other cancellation types present in the underlying data. This suggests it might be used as a static label or a placeholder, which is an inefficient use of a SQL query.",SELECT 'Gross Cancellations' AS cancellation_type FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions` AS t0 WHERE SAFE_CAST(t0.masthead_group AS STRING) != 'Discontinued' GROUP BY 1 LIMIT 1,"If intended as a dynamic filter, replace the hardcoded value with a `SELECT DISTINCT` on the actual cancellation type column from the `dt_digital_subscriptions` table. Alternatively, leverage Looker Studio parameters or filter controls to allow users to select from available cancellation types. If it's purely a static label, consider if a SQL metric is necessary or if a text box in the dashboard would suffice.",32,bb49fa78-5abe-4e68-a9c1-8172a832e724
view_type_dimension,Hardcoded Logic|Anti-Pattern,"Similar to the cancellation type, the 'View Type Filter' dimension is hardcoded to 'BUD'. This severely restricts the dashboard's utility, as it cannot dynamically display data for other view types (e.g., Forecast, Year-over-Year, Budget Next Year) that are implied by the metric's name and business description.",SELECT 'BUD' AS view_type FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions` AS t0 GROUP BY 1 LIMIT 1,"As with `cancellation_type_dimension`, if this is meant to be a dynamic filter, it should select distinct values from the relevant view type column in the source table or be implemented as a Looker Studio parameter. If it's a static label, re-evaluate its necessity as a SQL metric.",32,bb49fa78-5abe-4e68-a9c1-8172a832e724
date_range_view_type_dimension,Hardcoded Logic|Anti-Pattern,"This dimension combines 'Date Range' and 'View Type' concepts into a single hardcoded string 'Week to Date & Budget View'. This further compounds the hardcoding issues, making it impossible to dynamically adjust either the date range or the view type independently, severely limiting the dashboard's analytical flexibility.",SELECT 'Week to Date & Budget View' AS date_range_view_type FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions` AS t0 WHERE SAFE_CAST(t0.masthead_group AS STRING) != 'Discontinued' GROUP BY 1 LIMIT 1,"Deconstruct this combined dimension into separate, dynamic dimensions or parameters for 'Date Range Type' and 'View Type'. This will allow for independent filtering and provide a more robust and flexible dashboard experience. Avoid hardcoding composite concepts.",32,bb49fa78-5abe-4e68-a9c1-8172a832e724
fiscal_year_sum_exclude_lod,Anti-Pattern,The aggregation `SUM(Fiscal_Year)` is highly unusual and likely incorrect for a fiscal year dimension. It's improbable that the sum of year numbers provides a meaningful business insight. This typically indicates a misunderstanding of how to use a dimension or a misconfiguration. It might be intended to count distinct years or records per year.,SELECT SUM(t0.Fiscal_Year) AS fiscal_year_sum FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4` AS t0,"Re-evaluate the business requirement for this metric. If the intent is to count records per year, use `COUNT(DISTINCT t0.Fiscal_Year)` or `COUNT(*)` grouped by `Fiscal_Year`. If it's to display the year as a dimension, simply select `t0.Fiscal_Year`.",33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
fiscal_year_sum_exclude_lod_fy2025,Hardcoded Logic,"The fiscal year `2025` is hardcoded within the SQL logic. This makes the dashboard inflexible and requires manual updates for each new fiscal year, increasing maintenance overhead and risk of errors. This pattern is repeated across several metrics.",WHERE t0.Fiscal_Year IN (2025),"Implement a dashboard-level filter for Fiscal Year or create a dynamic fiscal year parameter in Looker Studio. For metrics that *must* be tied to a specific year for comparison, consider creating a dedicated metric for that purpose, but generally, dynamic filters are preferred for flexibility.",33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
product_revenue_sum_pacman_fy2025,Hardcoded Logic,"The fiscal year `2025` is hardcoded within the SQL logic. This makes the dashboard inflexible and requires manual updates for each new fiscal year, increasing maintenance overhead and risk of errors. This pattern is repeated across several metrics.",WHERE t0.Fiscal_Year IN (2025),"Implement a dashboard-level filter for Fiscal Year or create a dynamic fiscal year parameter in Looker Studio. For metrics that *must* be tied to a specific year for comparison, consider creating a dedicated metric for that purpose, but generally, dynamic filters are preferred for flexibility.",33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
running_expense_ml2_fy2025_advertising,Anti-Pattern / Hardcoded Logic,"The `CASE` statement logic for selecting `Running_Expense` based on `Category` is repeated verbatim across five different metrics (ML2 to ML6). This indicates a denormalized data model where `Running_Expense_CONSUMER_X` and `Running_Expense_ADVERTISING_X` are separate columns instead of a single `Running_Expense_Value` column with `Category` and `Margin_Level` as dimensions. This leads to verbose, hard-to-maintain SQL and duplicated logic.",MAX(CASE WHEN t0.Category = 'CONSUMER' THEN t0.Running_Expense_CONSUMER_2 WHEN t0.Category = 'ADVERTISING' THEN t0.Running_Expense_ADVERTISING_2 ELSE 0 END),"Refactor the underlying `dv_pacman_running_expense` table to a 'tall' format. Instead of `Running_Expense_CONSUMER_X` and `Running_Expense_ADVERTISING_X` columns, introduce `Margin_Level`, `Category_Type` (e.g., 'CONSUMER', 'ADVERTISING'), and `Running_Expense_Value` columns. This would allow a single, simpler metric definition that can be filtered by `Margin_Level` and `Category_Type` dimensions, significantly reducing code duplication.",33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
running_expense_ml3_fy2025_advertising,Anti-Pattern / Hardcoded Logic,"Same issue as `running_expense_ml2_fy2025_advertising`: repeated `CASE` statement logic and hardcoded fiscal year/category filters, indicating a denormalized data model.",MAX(CASE WHEN t0.Category = 'CONSUMER' THEN t0.Running_Expense_CONSUMER_3 WHEN t0.Category = 'ADVERTISING' THEN t0.Running_Expense_ADVERTISING_3 ELSE 0 END),Refactor the underlying `dv_pacman_running_expense` table to a 'tall' format as described for `running_expense_ml2_fy2025_advertising`.,33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
running_expense_ml4_fy2025_advertising,Anti-Pattern / Hardcoded Logic,"Same issue as `running_expense_ml2_fy2025_advertising`: repeated `CASE` statement logic and hardcoded fiscal year/category filters, indicating a denormalized data model.",MAX(CASE WHEN t0.Category = 'CONSUMER' THEN t0.Running_Expense_CONSUMER_4 WHEN t0.Category = 'ADVERTISING' THEN t0.Running_Expense_ADVERTISING_4 ELSE 0 END),Refactor the underlying `dv_pacman_running_expense` table to a 'tall' format as described for `running_expense_ml2_fy2025_advertising`.,33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
running_expense_ml5_fy2025_advertising,Anti-Pattern / Hardcoded Logic,"Same issue as `running_expense_ml2_fy2025_advertising`: repeated `CASE` statement logic and hardcoded fiscal year/category filters, indicating a denormalized data model.",MAX(CASE WHEN t0.Category = 'CONSUMER' THEN t0.Running_Expense_CONSUMER_5 WHEN t0.Category = 'ADVERTISING' THEN t0.Running_Expense_ADVERTISING_5 ELSE 0 END),Refactor the underlying `dv_pacman_running_expense` table to a 'tall' format as described for `running_expense_ml2_fy2025_advertising`.,33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
running_expense_ml6_fy2025_advertising,Anti-Pattern / Hardcoded Logic,"Same issue as `running_expense_ml2_fy2025_advertising`: repeated `CASE` statement logic and hardcoded fiscal year/category filters, indicating a denormalized data model.",MAX(CASE WHEN t0.Category = 'CONSUMER' THEN t0.Running_Expense_CONSUMER_6 WHEN t0.Category = 'ADVERTISING' THEN t0.Running_Expense_ADVERTISING_6 ELSE 0 END),Refactor the underlying `dv_pacman_running_expense` table to a 'tall' format as described for `running_expense_ml2_fy2025_advertising`.,33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
product_revenue_sum_exclude_lod,Data Definition Ambiguity / Consolidation Opportunity,"Two distinct product revenue metrics (`Product_Revenue` and `Product_Revenue_Merged_OneRow`) are sourced from the same table (`dv_exclude_product_l3_and_l4`). While `Product_Revenue_Merged_OneRow` is described as 'consolidated or adjusted,' the existence of both without clear business context or a unified metric definition can lead to confusion and inconsistent reporting.",SELECT SUM(t0.Product_Revenue) AS product_revenue_sum FROM `ncau-data-newsquery-prd.sbx_fda_corefin.dv_exclude_product_l3_and_l4` AS t0,"Clarify the precise business definition and use case for each of these revenue metrics with stakeholders. If `Product_Revenue_Merged_OneRow` is the authoritative consolidated figure, consider deprecating or clearly distinguishing `Product_Revenue`. Ideally, define these in a semantic layer to ensure consistent usage across all dashboards.",33,6de90f2a-b3f3-46fe-a4fe-13474b2d6618
