metric_id,metric_name,metric_type,calculation_type,data_type,aggregation_level,is_final_output,is_kpi,business_criticality,depends_on_metrics,business_description,sql_logic,data_sources,filters_applied,expected_data_type,business_context,metric_category,update_frequency,seasonality_impact,hardcoded_dates_in_metric,hardcoded_values_in_metric,governance_issues,data_quality_concerns,response_id,dashboard_id,dashboard_name,depends_on_metrics_count,depends_on_metrics_text,data_sources_count,data_sources_text,filters_applied_count,filters_applied_text,hardcoded_dates_in_metric_count,hardcoded_values_in_metric_count,governance_issues_count,governance_issues_text,data_quality_concerns_count,data_quality_concerns_text
relative_fy_month_offset_dim,Relative FY Month Offset,dimension,none,integer,monthly,True,False,low,[],"Offset of the financial month relative to a reference point (e.g., 0 for current month, -1 for previous).",t0.relative_fy_month_offset,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],integer,Used for relative period comparisons.,other,daily,none,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,0,,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
relative_fy_year_offset_dim,Relative FY Year Offset,dimension,none,integer,yearly,True,False,low,[],"Offset of the financial year relative to a reference point (e.g., 0 for current FY, -1 for previous FY, 1 for next FY).",t0.relative_fy_year_offset,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],integer,Crucial for year-over-year comparisons and defining current/previous/next financial periods.,other,daily,none,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,0,,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
sales_segment_l_2_name_sync_dim,Sales Segment L2 Name Sync,dimension,none,string,transaction,True,False,low,[],Level 2 sales segment name.,t0.sales_segment_l_2_name_sync,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],string,Used for segmenting sales performance.,other,daily,none,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,0,,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
current_fy_week_lgb_adjusted,Current FY Week LGB (Adjusted),measure,sum|conditional|mathematical,numeric,weekly,True,True,high,"['relative_fy_year_offset_dim', 'relative_fy_week_offset', 'ss_lgb', 'DOW_Today']","LGB (Likely to Go Booked) amount for the current financial year and current financial week, adjusted by Day of Week.",SUM(CASE WHEN (relative_fy_year_offset = 0 AND relative_fy_week_offset = 0) THEN (ss_lgb * DOW_Today / 7) ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],"['relative_fy_year_offset = 0', 'relative_fy_week_offset = 0']",decimal,Key performance indicator for current week's expected bookings.,revenue,daily,medium,[],"['0 (relative_fy_year_offset)', '0 (relative_fy_week_offset)', '7 (divisor)']","[""Business logic for 'current FY' and 'current week' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,4,"relative_fy_year_offset_dim, relative_fy_week_offset, ss_lgb, DOW_Today",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,2,"relative_fy_year_offset = 0, relative_fy_week_offset = 0",0,3,1,Business logic for 'current FY' and 'current week' is hardcoded.,0,
is_digital_other_sales_segment,Is Digital Other Sales Segment,dimension,max|conditional,boolean,transaction,True,False,low,['sales_segment_l_2_name_sync_dim'],Flag indicating if the sales segment is 'Digital Other'. Aggregated as MAX to show if any record in the group matches.,MAX(sales_segment_l_2_name_sync = 'Digital Other'),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],boolean,Used for filtering or segmenting data by a specific sales segment.,other,daily,none,[],"[""'Digital Other'""]",['Lookup value should use reference table.'],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,1,sales_segment_l_2_name_sync_dim,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,1,1,Lookup value should use reference table.,0,
current_fy_gross_revenue_k,Current FY Gross Revenue (K),measure,sum|conditional|mathematical,numeric,yearly,True,True,high,"['relative_fy_year_offset_dim', 'gross_revenue_amount']","Gross revenue for the current financial year, in thousands.",SUM(CASE WHEN (relative_fy_year_offset = 0) THEN (gross_revenue_amount / 1000) ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],['relative_fy_year_offset = 0'],decimal,"Core revenue metric for the current financial year, used for high-level performance tracking.",revenue,daily,high,[],"['0 (relative_fy_year_offset)', '1000 (divisor)']","[""Business logic for 'current FY' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"relative_fy_year_offset_dim, gross_revenue_amount",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,1,relative_fy_year_offset = 0,0,2,1,Business logic for 'current FY' is hardcoded.,0,
current_fy_gross_revenue,Current FY Gross Revenue,measure,sum|conditional,numeric,yearly,True,True,high,"['relative_fy_year_offset_dim', 'gross_revenue_amount']",Gross revenue for the current financial year.,SUM(CASE WHEN (relative_fy_year_offset = 0) THEN gross_revenue_amount ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],['relative_fy_year_offset = 0'],decimal,"Core revenue metric for the current financial year, used for detailed performance tracking.",revenue,daily,high,[],['0 (relative_fy_year_offset)'],"[""Business logic for 'current FY' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"relative_fy_year_offset_dim, gross_revenue_amount",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,1,relative_fy_year_offset = 0,0,1,1,Business logic for 'current FY' is hardcoded.,0,
current_fy_non_future_gross_revenue_k,Current FY Non-Future Gross Revenue (K),measure,sum|conditional|mathematical,numeric,yearly,True,True,high,"['relative_fy_year_offset_dim', 'is_future_period_flag', 'gross_revenue_amount']","Gross revenue for the current financial year, excluding future period bookings, in thousands.","SUM(SAFE_DIVIDE(CASE WHEN (relative_fy_year_offset = 0 AND is_future_period_flag = 'N') THEN gross_revenue_amount ELSE 0 END, 1000))",['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],"['relative_fy_year_offset = 0', ""is_future_period_flag = 'N'""]",decimal,Refined revenue metric focusing on actualized or non-future bookings within the current FY.,revenue,daily,high,[],"['0 (relative_fy_year_offset)', ""'N'"", '1000 (divisor)']","[""Business logic for 'current FY' and 'non-future' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,3,"relative_fy_year_offset_dim, is_future_period_flag, gross_revenue_amount",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,2,"relative_fy_year_offset = 0, is_future_period_flag = 'N'",0,3,1,Business logic for 'current FY' and 'non-future' is hardcoded.,0,
total_pipeline,Total Pipeline,measure,sum,numeric,transaction,True,True,high,[],Total value of the sales pipeline.,SUM(pipeline),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],decimal,Key indicator of future revenue potential.,revenue,daily,medium,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,0,,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
current_fy_lgb_k,Current FY LGB (K),measure,sum|conditional|mathematical,numeric,yearly,True,True,high,"['relative_fy_year_offset_dim', 'ss_lgb']","Likely to Go Booked (LGB) amount for the current financial year, in thousands.",SUM(CASE WHEN (relative_fy_year_offset = 0) THEN (ss_lgb / 1000) ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],['relative_fy_year_offset = 0'],decimal,"Forecasted bookings for the current financial year, used for pipeline health and forecasting.",revenue,daily,high,[],"['0 (relative_fy_year_offset)', '1000 (divisor)']","[""Business logic for 'current FY' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"relative_fy_year_offset_dim, ss_lgb",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,1,relative_fy_year_offset = 0,0,2,1,Business logic for 'current FY' is hardcoded.,0,
current_fy_past_week_lgb,Current FY Past Week LGB,measure,sum|conditional,numeric,weekly,True,False,medium,"['relative_fy_year_offset_dim', 'relative_fy_week_offset', 'ss_lgb']","LGB amount for the current financial year, specifically for past financial weeks.",SUM(CASE WHEN (relative_fy_year_offset = 0 AND relative_fy_week_offset < 0) THEN ss_lgb ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],"['relative_fy_year_offset = 0', 'relative_fy_week_offset < 0']",decimal,Used to analyze past week's LGB performance within the current FY.,revenue,daily,medium,[],"['0 (relative_fy_year_offset)', '0 (relative_fy_week_offset)']","[""Business logic for 'current FY' and 'past week' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,3,"relative_fy_year_offset_dim, relative_fy_week_offset, ss_lgb",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,2,"relative_fy_year_offset = 0, relative_fy_week_offset < 0",0,2,1,Business logic for 'current FY' and 'past week' is hardcoded.,0,
total_gross_revenue,Total Gross Revenue,measure,sum,numeric,transaction,True,True,high,[],Total gross revenue amount across all periods.,SUM(gross_revenue_amount),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],decimal,"Overall revenue sum, often used as a base for other calculations or for total dashboard context.",revenue,daily,high,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,0,,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
previous_fy_gross_revenue,Previous FY Gross Revenue,measure,sum|conditional,numeric,yearly,True,True,high,"['relative_fy_year_offset_dim', 'gross_revenue_amount']",Gross revenue for the previous financial year.,SUM(CASE WHEN (relative_fy_year_offset = -1) THEN gross_revenue_amount ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],['relative_fy_year_offset = -1'],decimal,Crucial for year-over-year growth analysis and historical performance comparison.,revenue,daily,high,[],['-1 (relative_fy_year_offset)'],"[""Business logic for 'previous FY' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"relative_fy_year_offset_dim, gross_revenue_amount",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,1,relative_fy_year_offset = -1,0,1,1,Business logic for 'previous FY' is hardcoded.,0,
current_fy_gross_revenue_k_minus_current_fy_lgb_k,Current FY Gross Revenue (K) - Current FY LGB (K),ratio,mathematical,numeric,yearly,True,False,medium,"['current_fy_gross_revenue_k', 'current_fy_lgb_k']",The difference between current financial year's gross revenue (in thousands) and current financial year's LGB (in thousands).,SUM(current_fy_gross_revenue_k_calc - current_fy_lgb_k_calc),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],decimal,Indicates the gap or surplus between actual revenue and forecasted bookings for the current FY.,efficiency,daily,high,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"current_fy_gross_revenue_k, current_fy_lgb_k",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
previous_fy_gross_revenue_lod_date_le_1_year_ago,Previous FY Gross Revenue (LOD Date <= 1 Year Ago),measure,sum|conditional,numeric,yearly,True,False,medium,"['relative_fy_year_offset_dim', 'fix_date_lod', 'booking_line_created_date', 'date_one_year_ago']","Gross revenue for the previous financial year, specifically where the effective LOD (Last Order Date) is less than or equal to one year ago from a fixed reference date.",SUM(CASE WHEN (relative_fy_year_offset = -1 AND (SAFE_CAST(effective_lod_date AS DATETIME) <= date_one_year_ago)) THEN gross_revenue_amount ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],"['relative_fy_year_offset = -1', 'effective_lod_date <= date_one_year_ago']",decimal,"A specific historical revenue metric, likely used for very precise year-over-year comparisons based on a fixed historical cut-off.",revenue,daily,high,['06/01/2025'],['-1 (relative_fy_year_offset)'],"[""Hardcoded reference date for 'one year ago' should be parameterized.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,4,"relative_fy_year_offset_dim, fix_date_lod, booking_line_created_date, date_one_year_ago",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,2,"relative_fy_year_offset = -1, effective_lod_date <= date_one_year_ago",1,1,1,Hardcoded reference date for 'one year ago' should be parameterized.,0,
total_lgb,Total LGB,measure,sum,numeric,transaction,True,True,high,[],Total Likely to Go Booked (LGB) amount across all periods.,SUM(ss_lgb),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],[],decimal,"Overall sum of forecasted bookings, indicating total potential revenue.",revenue,daily,medium,[],[],[],[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,0,,1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,0,,0,0,0,,0,
previous_fy_gross_revenue_k,Previous FY Gross Revenue (K),measure,sum|conditional|mathematical,numeric,yearly,True,True,high,"['relative_fy_year_offset_dim', 'gross_revenue_amount']","Gross revenue for the previous financial year, in thousands.","SUM(SAFE_DIVIDE(CASE WHEN (relative_fy_year_offset = -1) THEN gross_revenue_amount ELSE 0 END, 1000))",['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],['relative_fy_year_offset = -1'],decimal,"Historical revenue in thousands, used for year-over-year percentage change calculations.",revenue,daily,high,[],"['-1 (relative_fy_year_offset)', '1000 (divisor)']","[""Business logic for 'previous FY' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"relative_fy_year_offset_dim, gross_revenue_amount",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,1,relative_fy_year_offset = -1,0,2,1,Business logic for 'previous FY' is hardcoded.,0,
next_fy_gross_revenue_k,Next FY Gross Revenue (K),measure,sum|conditional|mathematical,numeric,yearly,True,False,medium,"['relative_fy_year_offset_dim', 'gross_revenue_amount']","Gross revenue for the next financial year, in thousands.",SUM(CASE WHEN (relative_fy_year_offset = 1) THEN (gross_revenue_amount / 1000) ELSE 0 END),['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],['relative_fy_year_offset = 1'],decimal,"Forward-looking revenue in thousands, used for future planning and forecasting.",revenue,daily,high,[],"['1 (relative_fy_year_offset)', '1000 (divisor)']","[""Business logic for 'next FY' is hardcoded.""]",[],10,4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,2,"relative_fy_year_offset_dim, gross_revenue_amount",1,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,1,relative_fy_year_offset = 1,0,2,1,Business logic for 'next FY' is hardcoded.,0,
