consolidated_metric_id,metric_name,business_description,consolidated_sql_core,source_tables,original_metric_ids,dashboard_id
cons_total_listens,Total Listens,"The cumulative count of all listening events recorded across all dimensions (e.g., device type, content section). This metric represents the total engagement with audio content.",SUM(t0.listens),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your-dataset', 'table': 'your-table'}]",t0_qt_tfhtrwz6ud;t0_qt_gkwsrwz6ud;t0_qt_np9srwz6ud,811bb139-3da6-4fa5-8ddc-4b9f263cb1d5
cons_unique_articles_voice_engagement,Unique Articles with Voice Engagement,"The distinct count of articles that have registered at least one voice engagement (listening event), indicating the breadth of content consumed.",COUNT(DISTINCT t0.source_article_id),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your-dataset', 'table': 'your-table'}]",t0_qt_mmntrwz6ud,811bb139-3da6-4fa5-8ddc-4b9f263cb1d5
cons_total_unique_listeners,Total Unique Listeners,"The sum of unique listeners across all segments or groups, quantifying the total reach of the audio content to distinct individuals. This metric assumes 'unique_listeners' is a pre-aggregated count per record.",SUM(t0.unique_listeners),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your-dataset', 'table': 'your-table'}]",t0_qt_qdcurwz6ud,811bb139-3da6-4fa5-8ddc-4b9f263cb1d5
cons_daily_target_specific_date_range,Daily Target (Specific Date Range),"The sum of the daily target values for a specific, predefined date range, aggregated by section team. This metric is used to assess performance against established goals over a fixed historical or prospective period.",SUM(clmn0_),[],t0_qt_ayg6woddud,246977b9-22df-4780-b0ad-f575607cd32d
cons_daily_target_filtered_health_section,Daily Target (Filtered Health Section),"The sum of the daily target values specifically for teams within a 'Health' section, aggregated by section team. This metric provides a focused view on the performance and target attainment within a particular organizational segment or domain.",SUM(clmn1_),[],t0_qt_nbgk4hcdud,246977b9-22df-4780-b0ad-f575607cd32d
cons_total_row_count,Total Row Count,The total number of records or events in the underlying dataset for the dashboard's scope. This metric is typically used for data validation and understanding the volume of data processed.,COUNT(1),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your-dataset', 'table': 'your-table'}]",t0_qt_i5juikbskd,6a9da673-c8cd-4bd5-8743-77da4afcfa78
cons_audio_engagement_value,Audio Engagement Value,"The maximum recorded value for a specific audio engagement type (e.g., followers, listeners, streams, starts) within the given context. This metric is designed to be used in conjunction with a dimension (e.g., 'engagement_type') to differentiate between various types of audio interactions.",max(CAST(value AS decimal)),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your-dataset', 'table': 'your-table'}]",followers;listeners;streams;starts,6a9da673-c8cd-4bd5-8743-77da4afcfa78
cons_page_event_count,Page Event Count,The total number of distinct page view or interaction events recorded within the system. This metric quantifies user activity on pages or specific application interfaces.,COUNT(1),[],t0c1d0_qt_24290k691c,6596264e-ca48-4ca6-8871-77d1e0d29b28
cons_user_ref_record_count,User Reference Record Count,"The total number of user reference records generated or processed by the system. This metric provides an aggregate count of all user-related data entries, with specific types (e.g., Type 1, Type 2) typically serving as dimensional attributes for further analysis.",COUNT(1),[],t0c1d1_qt_u1kz1l691c;t0c0d1_qt_u1kz1l691c,6596264e-ca48-4ca6-8871-77d1e0d29b28
cons_subscription_target_count,Subscription Target Count,This metric represents the total count of entities or records designated as 'subscription targets'. It is a fundamental measure for tracking progress against subscription goals or for understanding the volume of items requiring subscription-related actions.,COUNT(1),[],t0_qt_8nll1rxk6c,0823e425-5885-4fd6-b89e-5c9508f3cf1d
cons_total_expense,Total Expense,"The aggregate sum of all financial expenses recorded. This metric serves as the foundational expense value, from which specific margin level expenses can be derived by applying filters on the 'Margin_Level' attribute at the reporting layer.",SUM(t0.Expense),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your-dataset-name', 'table': 'your-table-name'}]",t0_D12446697202431730914;t0_D12708878736864864913;t0_D15031966266726296203;t0_D18327594519338564968;t0_D7614304666192828541;t0_D9014859575025006814,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
cons_total_product_revenue,Total Product Revenue,"The aggregate sum of all revenue generated specifically from product sales, before any deductions or adjustments.",SUM(t0.Product_Revenue),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your-dataset-name', 'table': 'your-table-name'}]",t0_D17159558607442609984,a2edd9c0-9f0c-45f4-b481-6ed9e4a3f11d
cons_total_paid_impressions,Total Paid Impressions,The aggregate count of all paid impressions served across programmatic channels within the specified reporting period. This metric quantifies the reach and volume of advertising delivery.,SUM(t0.PaidImpressions),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'programmatic_data'}]",t0_D12257624719428327799,b15d856f-e3ce-4991-bf2a-9239539024f
cons_total_net_revenue,Total Net Revenue,"The total revenue generated from programmatic advertising activities, net of any deductions, refunds, or adjustments, within the specified reporting period. This metric represents the core financial yield from programmatic campaigns.",SUM(t0.RevenueNet),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'programmatic_data'}]",t0_D9335301626319509016;t0_qt_qrna4jodrd,b15d856f-e3ce-4991-bf2a-9239539024f
cons_total_actual_amount,Total Actual Amount,Represents the sum of actual financial amounts recorded for the current reporting period. This metric is fundamental for assessing current performance and is typically used in financial statements and reconciliation processes.,SUM(Actual_Amount),[],t0_qt_4aus30f4qd;t0_qt_5391x1r1sd,cbab66df-64cb-4ec2-a112-088557684b7e
cons_total_last_year_actual_amount,Total Last Year Actual Amount,Represents the sum of actual financial amounts recorded for the corresponding period in the previous fiscal year. This metric is crucial for year-over-year performance comparisons and trend analysis.,SUM(Last_Year_Actual_Amount),[],t0_qt_5ra8oluwtd;t0_qt_cbx5oquwtd,cbab66df-64cb-4ec2-a112-088557684b7e
cons_min_fiscal_week_of_year,Minimum Fiscal Week of Year,Indicates the earliest fiscal week of the year present in the dataset. This metric helps define the start of the reporting period or the scope of the data being analyzed within a fiscal year context.,MIN(fy_week_of_year),[],t0_qt_6817vquwtd,cbab66df-64cb-4ec2-a112-088557684b7e
cons_gcp_ai_total_real_cost,GCP AI Total Real Cost,"The total actual cost incurred for MLOps and AI services on Google Cloud Platform, calculated by summing the raw cost and subtracting any applicable credits. This represents the net financial outlay after all discounts and credits have been applied.","SUM(ROUND(cost + IFNULL((SELECT c.amount FROM UNNEST(credits) AS c), 0), 3))","[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_billing_dataset', 'table': 'gcp_billing_export_v1_XXXXXX'}]",t0_qt_h2rnp2zqqd,a6b35c09-d774-4509-95d0-4e3c05417e57
cons_news_cycle_report_freshness,NewsCycle Report Freshness Status,"Indicates the freshness status of the NewsCycle report, flagging if the last update occurred more than 24 hours ago. A 'Need a check' status implies the report data is stale and requires immediate attention.","CASE WHEN MAX(TIMESTAMP_DIFF(current_timestamp(), TIMESTAMP_MILLIS(last_modified_time), minute)) > 1440 THEN 'Need a check' ELSE 'Success' END","[{'gcp_project': 'unknown_project', 'dataset': 'news_cycle', 'table': 'report_metadata'}]",clmn0_,25db1e50-2b08-468d-8b46-c06dc1308920
cons_medallia_table_health_ratio,Medallia Table Health Ratio,"Represents the proportion of monitored Medallia tables that are currently in a healthy (status 0) or explicitly ignored (status -1) state, out of the total number of monitored Medallia tables. A higher ratio indicates better overall system health and data quality for Medallia-related processes.","CAST(COUNT(CASE WHEN (alert_status_final IN (0, -1)) THEN table_id ELSE NULL END) AS FLOAT) / COUNT(table_id)","[{'gcp_project': 'unknown_project', 'dataset': 'medallia', 'table': 'table_monitoring_status'}]",t0_D17219143148285049271;t0_D3375103429703319937,25db1e50-2b08-468d-8b46-c06dc1308920
cons_gender_category,Gender Category,"Categorizes demographic records based on gender, specifically for audio-related data, grouping 'Not Specified' and 'Non Binary' into 'Others' for simplified reporting.","CASE WHEN t0.factor = 'gender' AND t0.level = 'Male' THEN 'Male' WHEN t0.factor = 'gender' AND t0.level = 'Female' THEN 'Female' WHEN t0.factor = 'gender' AND t0.level IN ('Not Specified', 'Non Binary') THEN 'Others' ELSE NULL END","[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 't0_source_table'}]",t0_qt_uh2hrqjfgd,05d7819d-3d0d-44b4-9701-0ac35c5643fa
cons_total_demographic_value,Total Demographic Value,"Represents the aggregated numerical value associated with demographic records within the audio context, typically used for quantitative analysis of demographic segments.",SUM(t0.value),"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 't0_source_table'}]",t0_qt_zp1hrqjfgd,05d7819d-3d0d-44b4-9701-0ac35c5643fa
cons_total_records,Total Records,"Counts the total number of records available in the underlying dataset for the audio dashboard, representing the overall data volume regardless of demographic classification.",COUNT(1),"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 't0_source_table'}]",t0_qt_97wvskpfgd,05d7819d-3d0d-44b4-9701-0ac35c5643fa
cons_monthly_usage_date,Monthly Usage Date,Represents the first day of the month for which usage data is recorded. This metric is used as a time dimension to analyze trends in dashboard usage over monthly periods.,"SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(t0.time AS TIMESTAMP), MONTH) AS DATE)","[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_b89s60bbvd,6e1a98d6-289f-44d8-9b75-7ab171ea23e4
cons_distinct_users,Distinct Users,The total count of unique users who have interacted with the Occupancy Dashboard within the specified time frame. This metric is crucial for understanding user reach and engagement.,COUNT(DISTINCT t0.user),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_nfdib7mavd,6e1a98d6-289f-44d8-9b75-7ab171ea23e4
cons_data_load_datetime,Data Load Datetime,"The timestamp indicating when the underlying data for the dashboard was last loaded, truncated to the second for precision. This metric helps assess data freshness.","DATETIME_TRUNC(t0.data_load_datetime, SECOND)","[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_table_name'}]",t0_qt_2jpavx9snd,c560ed20-040d-4c6a-9c3f-ec8bce27d132
cons_calendar_quarter,Calendar Quarter,"The calendar quarter (e.g., 1, 2, 3, 4) associated with the data, represented as an integer. This metric provides a temporal dimension for analysis.",SAFE_CAST(t0.calendar_quarter AS INT64),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_table_name'}]",t0_qt_0v0vvce4td,c560ed20-040d-4c6a-9c3f-ec8bce27d132
cons_total_net_revenue,Total Net Revenue,"The sum of net revenue, representing gross revenue less any discounts, returns, or allowances. This is a key financial performance indicator.",SUM(t0.net_revenue),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_table_name'}]",t0_qt_6r53g7d4td,c560ed20-040d-4c6a-9c3f-ec8bce27d132
cons_total_gross_revenue,Total Gross Revenue,"The sum of gross revenue, representing the total revenue before any deductions for discounts, returns, or allowances. This provides the top-line revenue figure.",SUM(t0.gross_revenue_amount),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_table_name'}]",t0_qt_djhu2jr7td,c560ed20-040d-4c6a-9c3f-ec8bce27d132
cons_fiscal_week,Fiscal Week,"Represents the fiscal week number for reporting purposes, aligning with the organization's financial calendar.",t0.fy_week,"[{'gcp_project': 'news_analytics_project', 'dataset': 'sports_news_data', 'table': 'daily_newsroom_report'}]",clmn0_,cbed6cf2-50c3-494c-a4be-4d21d6ad9dac
cons_total_spv_target,Total SPV Target,"The aggregated target value for Site Page Views (SPV) or a similar key performance indicator, indicating the desired performance level for a given period. This metric represents the goal set for content consumption or user engagement.",SUM(t0.spv_target),"[{'gcp_project': 'news_analytics_project', 'dataset': 'sports_news_data', 'table': 'daily_newsroom_report'}]",t0_qt_kqmrj88sid,cbed6cf2-50c3-494c-a4be-4d21d6ad9dac
cons_iso_week_commencing_date,ISO Week Commencing Date,"The start date of the ISO week for a given period, derived from the 'week_commencing' timestamp. This provides a standardized weekly temporal dimension for analysis.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(t0.week_commencing AS DATETIME), ISOWEEK) AS DATE)","[{'gcp_project': 'news_analytics_project', 'dataset': 'sports_news_data', 'table': 'daily_newsroom_report'}]",t0_qt_xucqa88sid,cbed6cf2-50c3-494c-a4be-4d21d6ad9dac
cons_website,Website,"The specific website or digital platform associated with the reported metrics, allowing for segmentation and analysis by publication or domain.",t0.website,"[{'gcp_project': 'news_analytics_project', 'dataset': 'sports_news_data', 'table': 'daily_newsroom_report'}]",clmn2_,cbed6cf2-50c3-494c-a4be-4d21d6ad9dac
cons_total_ai_ml_projects,Total Count of AI/ML Projects,"The total number of unique AI/ML projects identified across all environments within the organization. This metric counts each distinct project based on its unique identifier, irrespective of its current operational status (e.g., production, non-production, development). Project status can be used as a dimension for further analysis.",COUNT(DISTINCT metadata.projectId),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'metadata'}]",t0_qt_12285ghsfd;t0_qt_9afrdihsfd,2a7796ef-1ee1-46d5-ab21-dee8ec3ac155
cons_total_breach_views,Total Breach Views,"The total count of instances where a user viewed content related to a data breach, indicating engagement with security-related information.",SUM(t0.breach_view_flag),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'analytics_data', 'table': 'user_funnel_events'}]",t0_qt_5e4chjv7id;t0_qt_sn5xxuv7id;t0_qt_ve4chjv7id,8087886f-b3c5-4337-a45e-f51b8819a362
cons_unique_visits,Unique Visits,"The count of distinct user visits, identified by a unique session or visit ID, representing individual user sessions on the platform.",COUNT(DISTINCT t0.source_visit_id),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'analytics_data', 'table': 'user_funnel_events'}]",t0_qt_un5xxuv7id;t0_qt_xe4chjv7id,8087886f-b3c5-4337-a45e-f51b8819a362
