metric_id,metric_name,business_description,gcp_project,dataset,table,metric_sql_core,governance_issue,dashboard_id
M005,Red Volume,The volume of reductions or cancellations in subscriptions/base.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.red_volume,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
M006,Transfer In,The volume transferred into the current category or unit.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.transfer_in,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
M007,Transfer Out,The volume transferred out of the current category or unit.,ncau-data-newsquery-prd,sbx_fda_corefin,dv_tm1_pbf_subscriptions,t0.transfer_out,hardcoded_logic,23c8b213-a9f0-4158-b8fa-bff14425abb5
M008,Record Count,"A count of records, typically used to measure the number of business units or entries.",ncau-data-newsquery-prd,dap_tm1,gl_business_unit_dim,COUNT(1),anti_pattern,23c8b213-a9f0-4158-b8fa-bff14425abb5
sum_detail_subscription_movement_count_metro_regional_consumer_paying_subscriber_digital_referrer_filtered_june_2025,"Total Subscription Movements (Metro & Regional, Consumer, Paying, Subscriber, Digital, Referrer Filtered, June 2025)","Total count of subscription movements (likely cancels) for consumer, paying subscribers, excluding print-only, specifically for 'Metro & Regional' mastheads, within a specific date range (June 3-30, 2025) and filtered by a predefined list of referrers (e.g., Facebook, Google, Twitter).",ncau-data-newsquery-prd,asl_audience_insights,subscriber_cancels,SUM(t0_subscription_details.detail_subscription_movement_count),hardcoded_logic,4d5e906e-84b0-4825-ad1f-ebaf86acd462
sum_detail_subscription_movement_count_consumer_paying_subscriber_digital_april_may_2025,"Total Subscription Movements (Consumer, Paying, Subscriber, Digital, April-May 2025)","Total count of subscription movements (likely cancels) for consumer, paying subscribers, excluding print-only, within a specific date range (April 4, 2025 - May 1, 2025).",ncau-data-newsquery-prd,asl_audience_insights,subscriber_cancels,SUM(t0_subscription_details.detail_subscription_movement_count),hardcoded_logic,4d5e906e-84b0-4825-ad1f-ebaf86acd462
sum_detail_subscription_movement_count_consumer_paying_subscriber_digital_may_4_2025,"Total Subscription Movements (Consumer, Paying, Subscriber, Digital, May 4, 2025)","Total count of subscription movements (likely cancels) for consumer, paying subscribers, excluding print-only, for a specific single date (May 4, 2025).",ncau-data-newsquery-prd,asl_audience_insights,subscriber_cancels,SUM(t0c1d0_subscription_details.detail_subscription_movement_count),hardcoded_logic,4d5e906e-84b0-4825-ad1f-ebaf86acd462
audience_current_month_total,Total Audience (Current Month),"The sum of the 'Audience' column, representing the total audience for the current reporting month.",ncau-data-newsquery-prd,prstn_content_interaction,ipsos_mom_audience_view,SUM(SAFE_CAST(t0.Audience AS FLOAT64)),none,647e7eab-0b9d-4a55-8429-becd2ee551d1
audience_previous_month_total,Total Audience (Previous Month),"The sum of the 'Audience_Previous_Month' column, representing the total audience from the previous reporting month.",ncau-data-newsquery-prd,prstn_content_interaction,ipsos_mom_audience_view,SUM(SAFE_CAST(t0.Audience_Previous_Month AS FLOAT64)),none,647e7eab-0b9d-4a55-8429-becd2ee551d1
audience_mom_percentage_change,Audience Month-over-Month Percentage Change,"The sum of the month-over-month percentage change in audience, calculated as (Current Audience - Previous Month Audience) / Previous Month Audience.",ncau-data-newsquery-prd,prstn_content_interaction,ipsos_mom_audience_view,"SUM(SAFE_DIVIDE((SAFE_CAST(t0.Audience AS FLOAT64) - SAFE_CAST(t0.Audience_Previous_Month AS FLOAT64)), SAFE_CAST(t0.Audience_Previous_Month AS FLOAT64)))",none,647e7eab-0b9d-4a55-8429-becd2ee551d1
audience_mom_absolute_change,Audience Month-over-Month Absolute Change,"The sum of the absolute change in audience from the previous month, calculated as (Current Audience - Previous Month Audience).",ncau-data-newsquery-prd,prstn_content_interaction,ipsos_mom_audience_view,SUM((SAFE_CAST(t0.Audience AS FLOAT64) - SAFE_CAST(t0.Audience_Previous_Month AS FLOAT64))),none,647e7eab-0b9d-4a55-8429-becd2ee551d1
metric_001,Total Subscriber Count (Filtered),"The sum of subscriber counts, specifically filtered for 'subscriber' member type, 'Consumer' customer type, 'Y' paying flag, 'Digital' classification level 2, and excluding 'Print-only' combined classification level 2 and 'Not Available' subscriber mosaic titles. The date range is dynamic based on query context.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_base_agg,SUM(subscriber_count),hardcoded_logic,ef665693-433c-4236-8c1f-77174b969b2c
metric_002,Total Active Subscriber Count (Filtered),"The sum of active subscriber counts, specifically filtered for 'subscriber' member type, 'Y' paying flag, 'Consumer' customer type, and 'DT' masthead. The date range is dynamic based on query context.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_base_agg,SUM(active_subscriber_count),hardcoded_logic,ef665693-433c-4236-8c1f-77174b969b2c
metric_1,Sum of Day Target by Publication Group,"The sum of daily subscription targets, aggregated by publication group, used to track performance against set goals.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),hardcoded_logic,70dc50c7-72fe-4268-8e22-6de00e463d20
metric_2,Sum of Day Target by Section Team,"The sum of daily subscription targets, aggregated by section team, used to track performance against set goals.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_section_team),hardcoded_logic,70dc50c7-72fe-4268-8e22-6de00e463d20
total_monitored_tables,Total Monitored Tables,"Counts the total number of unique tables whose partition information is being monitored for refresh status. This metric represents the total count of tables included in the data freshness check, regardless of their individual status.",ncau-data-newsquery-prd,"bdm_consumer, prstn_consumer",INFORMATION_SCHEMA.PARTITIONS,COUNT(table_name),hardcoded_logic,7d875070-2381-4306-abf2-c96c75d57d3c
tables_success_or_ok_status,Tables with Success or OK Status,"Counts the number of tables that have an 'overall_status' of 'Success' or ' ' (empty string, which is interpreted as 'OK' or 'No Check Needed'). This metric indicates the number of tables that meet the predefined freshness criteria based on their last modified time.",ncau-data-newsquery-prd,"bdm_consumer, prstn_consumer",INFORMATION_SCHEMA.PARTITIONS,"COUNT(CASE WHEN (overall_status IN ('Success', ' ')) THEN table_name ELSE NULL END)",hardcoded_logic,7d875070-2381-4306-abf2-c96c75d57d3c
sum_article_body_words_count_bdm_verity_content_dim,Sum of Article Body Words Count,Total word count of article bodies from the content dimension table.,ncau-data-newsquery-prd,bdm_verity,content_dim,SUM(article_body_words_count),anti_pattern,d5fd8b83-22d8-478f-8e22-b9e83bda01f2
sum_video_time_spent_instance_count_prstn_verity_content_video_summary,Sum of Video Time Spent Instance Count,"Total count of instances where video time was spent, from the content video summary.",ncau-data-newsquery-prd,prstn_verity,content_video_summary,SUM(video_time_spent_instance_count),hardcoded_logic,d5fd8b83-22d8-478f-8e22-b9e83bda01f2
sum_video_time_spent_count_prstn_verity_content_video_summary,Sum of Video Time Spent Count,"Total video time spent, from the content video summary.",ncau-data-newsquery-prd,prstn_verity,content_video_summary,SUM(video_time_spent_count),hardcoded_logic,d5fd8b83-22d8-478f-8e22-b9e83bda01f2
count_distinct_content_authors_name_bdm_verity_content_dim,Count of Distinct Content Authors,Number of unique content authors from the content dimension table.,ncau-data-newsquery-prd,bdm_verity,content_dim,COUNT(DISTINCT contentauthors.name),anti_pattern,d5fd8b83-22d8-478f-8e22-b9e83bda01f2
metric_1,"Total Video Media Starts (Portrait, News.com.au Source)",Calculates the sum of video media starts specifically for content with 'portrait' orientation and originating from 'News.com.au' content source.,ncau-data-newsquery-prd,prstn_consumer,video_gam_daily_agg_fct,SUM(video_media_starts),hardcoded_logic,eb904391-4d82-4b02-9f99-5eef7336117f
metric_2,Total Video Media Starts (Portrait Orientation),Calculates the sum of video media starts specifically for content with 'portrait' orientation.,ncau-data-newsquery-prd,prstn_consumer,video_gam_daily_agg_fct,SUM(video_media_starts),hardcoded_logic,eb904391-4d82-4b02-9f99-5eef7336117f
f2c8cb48-bbf1-4dd5-a321-add152010e22-metric-1,Count of Critical Jobs by Source System,"The total number of critical data jobs, categorized by their originating source system. This metric helps monitor the distribution and volume of jobs across different data sources.",ncau-data-newsquery-dev,ntntemp,critical_job_details,COUNT(1),"hardcoded_logic, anti_pattern",f2c8cb48-bbf1-4dd5-a321-add152010e22
f2c8cb48-bbf1-4dd5-a321-add152010e22-metric-2,Count of Critical Jobs by Status,"The total number of critical data jobs, categorized by their operational status (e.g., Success, Need a Check, Error, Running Late, Manual Job). This metric provides an overview of the health and performance of critical data pipelines.",ncau-data-newsquery-dev,ntntemp,critical_job_details,COUNT(1),"hardcoded_logic, anti_pattern",f2c8cb48-bbf1-4dd5-a321-add152010e22
metric_1,Adpoint Account,Represents the Adpoint account identifier.,ncau-data-newsquery-prd,asl_advertising,v_asl_gbaba_act_xref,Adpoint_Account,none,258a722d-9b6e-45df-ba00-1b9954ec36b2
metric_2,Genera Booking Account,Represents the Genera booking account identifier.,ncau-data-newsquery-prd,asl_advertising,v_asl_gbaba_act_xref,Genera_Booking_Account,none,258a722d-9b6e-45df-ba00-1b9954ec36b2
metric_3,Medium Rare Debtor Account,Represents the Medium Rare Debtor account identifier.,ncau-data-newsquery-prd,asl_advertising,v_asl_gbaba_act_xref,Medium_Rare_Debtor_Account,none,258a722d-9b6e-45df-ba00-1b9954ec36b2
metric_4,National Debtor Account,Represents the National Debtor account identifier.,ncau-data-newsquery-prd,asl_advertising,v_asl_gbaba_act_xref,National_Debtor_Account,none,258a722d-9b6e-45df-ba00-1b9954ec36b2
metric_5,Last Update Time (gbaba_act_xref),"The last modified timestamp of the 'gbaba_act_xref' table, derived from BigQuery's '__TABLES__' metadata, truncated to the second.",sdm_advertisingexternals,sdm_advertisingexternals,__TABLES__,"DATETIME_TRUNC(PARSE_DATETIME('%Y-%m-%dT%H:%M:%S', FORMAT_TIMESTAMP('%Y-%m-%dT%H:%M:%S', SAFE_CAST(CAST(FORMAT_DATETIME('%F %X', datetime(timestamp_millis(last_modified_time), ""Australia/Sydney"")) AS STRING) AS TIMESTAMP))), SECOND)",anti_pattern,258a722d-9b6e-45df-ba00-1b9954ec36b2
metric_1,Financial Period Display,A formatted string combining the number of days (NumDays) and a financial period identifier (FinancialYear * 100 + FinancialMonthNumber). This dimension is used for display or grouping in the dashboard.,ncau-data-newsquery-prd,prstn_advertising,programmatic_fin_month,"CONCAT(SAFE_CAST(t0.NumDays AS STRING),CONCAT(' (',SAFE_CAST(((t0.FinancialYear*100)+t0.FinancialMonthNumber) AS STRING)),' )')",none,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
metric_2,Revenue Net Year Ago (Hardcoded Date),The sum of RevenueNet for the month exactly one year prior to the hardcoded date '2025-07-15'. This metric is used for year-over-year comparisons.,ncau-data-newsquery-prd,prstn_advertising,programmatic_cal_month,"SUM(CASE WHEN (DATE(t0.CalendarYear, t0.CalendarMonth, 1) = DATE(DATETIME_SUB(DATETIME_TRUNC(DATETIME(TIMESTAMP '2025-07-15 03:30:43.421592+00', 'UTC'), MONTH), INTERVAL 1 YEAR))) THEN t0.RevenueNet ELSE NULL END)",hardcoded_logic,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
metric_3,Revenue Net Month Ago (Hardcoded Date),The sum of RevenueNet for the month exactly one month prior to the hardcoded date '2025-07-15'. This metric is used for month-over-month comparisons.,ncau-data-newsquery-prd,prstn_advertising,programmatic_cal_month,"SUM(CASE WHEN (DATE(t0.CalendarYear, t0.CalendarMonth, 1) = DATE(DATETIME_SUB(DATETIME_TRUNC(DATETIME(TIMESTAMP '2025-07-15 03:30:43.421592+00', 'UTC'), MONTH), INTERVAL 1 MONTH))) THEN t0.RevenueNet ELSE NULL END)",hardcoded_logic,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
metric_4,Paced Revenue Net (Hardcoded Date),"The sum of RevenueNet for the current month (relative to the hardcoded date '2025-07-15'), adjusted by NumDays and StaticDays. This metric likely represents a paced or forecasted revenue for the current month.",ncau-data-newsquery-prd,prstn_advertising,programmatic_cal_month,"SUM(CASE WHEN (DATE(t0.CalendarYear, t0.CalendarMonth, 1) = DATE(DATETIME_TRUNC(DATETIME(TIMESTAMP '2025-07-15 03:30:43.421592+00', 'UTC'), MONTH))) THEN (SAFE_DIVIDE(t0.RevenueNet, t0.NumDays)*t0.StaticDays) ELSE NULL END)",hardcoded_logic,a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f
cscore_targets_sum_c_score_target,Sum of C-Score Target,"Represents the aggregated target value for the C-Score, likely used as a benchmark or goal for customer performance or engagement within a specific period or publication group.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,1147dd47-ccea-49cb-bff0-6019f3249bc9
metric_001,Total Visits vs. Sessions Target Percentage Difference,Calculates the percentage difference between the sum of web and AMP visits and the sessions target. This metric indicates performance against a predefined target for total visits.,ncau-data-newsquery-prd,prstn_content_interaction,kidspot_weekly_traffic,"SUM(SAFE_DIVIDE(((web_visits + amp_visits) - sessions_target), sessions_target))",hardcoded_logic,3f48ba44-14ba-4a43-b02c-7700d0f49c0b
metric_002,Social Page Views,Calculates the total page views specifically for content identified with 'Social' data type. This metric focuses on traffic originating from social channels or content categorized as social.,ncau-data-newsquery-prd,prstn_content_interaction,kidspot_weekly_content,SUM(page_views),hardcoded_logic,3f48ba44-14ba-4a43-b02c-7700d0f49c0b
metric_1,"Sum of Day Target by Publication Group and Website (Herald Sun, Specific Date)","Calculates the sum of daily subscription targets for 'Herald Sun' publication group and website, filtered for a specific hardcoded date (2025-08-12).",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),hardcoded_logic,4473a333-74f4-463b-81e7-151f93013906
metric_2,"Sum of Day Target by Publication Group (Herald Sun Website, Specific Date)","Calculates the sum of daily subscription targets for 'Herald Sun' website, filtered for a specific hardcoded date (2025-05-26).",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),hardcoded_logic,4473a333-74f4-463b-81e7-151f93013906
